route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed,shape_id
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244639:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244641:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:1,REGEN_653,CHOLETBUS:243318:1863805,"","",0,,0,0,CHOLETBUS:4361$158$1
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244643:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244645:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244647:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244649:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244651:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:1,REGEN_653,CHOLETBUS:243323:1863805,"","",0,,0,0,CHOLETBUS:4361$160$2
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235505:1863817,"","",0,BLK:235505,0,0,CHOLETBUS:4361$206$162
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235508:1863817,"","",0,BLK:80019,0,0,CHOLETBUS:4361$215$163
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235545:1863817,"","",0,BLK:235545,0,0,CHOLETBUS:4361$206$162
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235546:1863817,"","",0,,0,0,CHOLETBUS:4361$206$162
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235548:1863817,"","",0,BLK:235548,0,0,CHOLETBUS:4361$206$162
CHOLETBUS:8,REGEN_3544,CHOLETBUS:235549:1863817,"","",0,BLK:80018,0,0,CHOLETBUS:4361$215$163
CHOLETBUS:8,REGEN_81,CHOLETBUS:235560:1863817,"","",0,BLK:235888,0,0,CHOLETBUS:4361$218$164
CHOLETBUS:8,REGEN_5380,CHOLETBUS:235565:1863817,"","",0,BLK:235565,0,0,CHOLETBUS:4361$217$161
CHOLETBUS:1,REGEN_653,CHOLETBUS:243324:1863805,"","",0,,0,0,CHOLETBUS:4361$158$1
CHOLETBUS:8,REGEN_81,CHOLETBUS:235683:1863817,"","",0,BLK:235683,0,0,1863817:CHOLETBUS:GOAT_165
CHOLETBUS:8,REGEN_81,CHOLETBUS:235685:1863817,"","",0,,0,0,1863817:CHOLETBUS:GOAT_166
CHOLETBUS:8,REGEN_81,CHOLETBUS:235686:1863817,"","",0,,0,0,
CHOLETBUS:8,REGEN_1231,CHOLETBUS:235687:1863817,"","",0,,0,0,CHOLETBUS:4361$219$168
